SR,AuthorID,Affiliation,Country,PersonID
"FELZENSZTEIN C, 2022, J STRATEG MARK",ORCID:0000-0001-6338-4281,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6338-4281
"FELZENSZTEIN C, 2022, J STRATEG MARK",ORCID:0000-0002-7171-6861,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7171-6861
"FELZENSZTEIN C, 2022, J STRATEG MARK",OA:A5075345413,NO AFFILIATION,NO COUNTRY,OA:A5075345413
"MOLDOVAN S, 2017, INT J RES MARK",OA:A5025355452,NO AFFILIATION,NO COUNTRY,OA:A5025355452
"MOLDOVAN S, 2017, INT J RES MARK",ORCID:0000-0002-2380-4584,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2380-4584
"FELZENSZTEIN C, 2014, J BUS RES",ORCID:0000-0001-7765-158X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7765-158X
"FANG X, 2012, IEEE COMMUN SURV TUT",ORCID:0000-0002-3783-2041,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3783-2041
"FANG X, 2012, IEEE COMMUN SURV TUT",ORCID:0000-0001-7347-984X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7347-984X
"FANG X, 2012, IEEE COMMUN SURV TUT",ORCID:0000-0002-5833-8894,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5833-8894
"FANG X, 2012, IEEE COMMUN SURV TUT",ORCID:0000-0002-1811-4423,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1811-4423
"FANG SR, 2014, EUR J MARKETING",OA:A5111737428,NO AFFILIATION,NO COUNTRY,OA:A5111737428
"FANG SR, 2014, EUR J MARKETING",OA:A5103956597,NO AFFILIATION,NO COUNTRY,OA:A5103956597
"FANG SR, 2014, EUR J MARKETING",OA:A5062212299,NO AFFILIATION,NO COUNTRY,OA:A5062212299
"FANG SR, 2014, EUR J MARKETING",OA:A5025717321,NO AFFILIATION,NO COUNTRY,OA:A5025717321
"FANG SC, 2010, INT SMALL BUS J",OA:A5012414805,NO AFFILIATION,NO COUNTRY,OA:A5012414805
"FANG SC, 2010, INT SMALL BUS J",ORCID:0000-0001-5736-9587,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5736-9587
"FANG SC, 2010, INT SMALL BUS J",OA:A5072600154,NO AFFILIATION,NO COUNTRY,OA:A5072600154
"ETZKOWITZ H, 2000, RES POLICY",ORCID:0000-0001-8185-8153,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8185-8153
"ETZKOWITZ H, 2000, RES POLICY",ORCID:0000-0002-3127-3744,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3127-3744
"ETZKOWITZ H, 2000, RES POLICY",ORCID:0000-0002-4397-6519,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4397-6519
"ETIKAN I, 2016, AMERICAN JOURNAL OF THEORETICAL AND APPLIED STATISTICS",ORCID:0000-0001-9171-8269,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9171-8269
"ESTRADA I, 2020, LONG RANGE PLANN",ORCID:0000-0003-3939-1873,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3939-1873
"ESTELAMI H, 2020, J RES MARK ENTREP",OA:A5030343953,NO AFFILIATION,NO COUNTRY,OA:A5030343953
"ESFANDIAR K, 2019, J BUS RES",ORCID:0000-0001-6242-2899,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6242-2899
"ESCRIBÁ-CARDA N, 2025, EUR J MANAG BUS ECON",ORCID:0000-0002-3695-7424,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3695-7424
"ESCRIBÁ-CARDA N, 2025, EUR J MANAG BUS ECON",ORCID:0000-0002-6896-3976,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6896-3976
"ESCRIBÁ-CARDA N, 2025, EUR J MANAG BUS ECON",ORCID:0000-0001-9549-2412,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9549-2412
"ESCOBAR O, 2023, J SMALL BUS MANAGE",ORCID:0000-0001-9649-6079,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9649-6079
"ESCOBAR O, 2023, J SMALL BUS MANAGE",ORCID:0000-0002-1763-9578,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1763-9578
"ERRAJAA K, 2022, J RETAIL CONSUM SERV",ORCID:0000-0001-9855-1318,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9855-1318
"ERRAJAA K, 2022, J RETAIL CONSUM SERV",OA:A5030811599,NO AFFILIATION,NO COUNTRY,OA:A5030811599
"ERRAJAA K, 2022, J RETAIL CONSUM SERV",ORCID:0000-0001-8296-7693,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8296-7693
"EROL O, 2010, ENTERP INF SYST-UK",OA:A5110878671,NO AFFILIATION,NO COUNTRY,OA:A5110878671
"EROL O, 2010, ENTERP INF SYST-UK",ORCID:0000-0003-4517-7830,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4517-7830
"ERIKSSON T, 2020, TQM J",ORCID:0000-0002-9285-397X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9285-397X
"ERIKSSON T, 2020, TQM J",ORCID:0000-0002-3669-5356,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3669-5356
"ERIKSSON K, 1997, J INT BUS STUD",ORCID:0000-0001-5371-1445,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5371-1445
"ERIKSSON K, 1997, J INT BUS STUD",OA:A5086441365,NO AFFILIATION,NO COUNTRY,OA:A5086441365
"ERIKSSON K, 1997, J INT BUS STUD",ORCID:0000-0002-7746-0457,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7746-0457
"ERIKSON T, 2002, J BUS VENTURING",ORCID:0000-0002-9156-4455,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9156-4455
"ERIKSEN SN, 2013, ACTA AGR SCAND B-S P",OA:A5016296316,NO AFFILIATION,NO COUNTRY,OA:A5016296316
"EVANS N, 2005, INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT",ORCID:0000-0002-8241-6653,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8241-6653
"EVANSCHITZKY H, 2012, J ACAD MARKET SCI",ORCID:0000-0003-2189-3832,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2189-3832
"EVANSCHITZKY H, 2012, J ACAD MARKET SCI",ORCID:0000-0003-0436-6846,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0436-6846
"EVANSCHITZKY H, 2012, J ACAD MARKET SCI",ORCID:0000-0003-1520-7939,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1520-7939
"FANG E, 2009, J INT BUS STUD",ORCID:0000-0001-8850-1528,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8850-1528
"FAN-OSUALA O, 2023, INT J ENTREP BEHAV R",ORCID:0000-0001-8218-0997,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8218-0997
"FAN T, 2007, J INT BUS STUD",OA:A5103826461,NO AFFILIATION,NO COUNTRY,OA:A5103826461
"FAN T, 2007, J INT BUS STUD",ORCID:0000-0002-1366-1604,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1366-1604
"FAMIYEH S, 2018, INT J QUAL RELIAB MA",OA:A5014093965,NO AFFILIATION,NO COUNTRY,OA:A5014093965
"FAMIYEH S, 2018, INT J QUAL RELIAB MA",ORCID:0000-0003-1598-0454,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1598-0454
"FAMIYEH S, 2018, INT J QUAL RELIAB MA",ORCID:0000-0002-7859-8351,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7859-8351
"MOKHTARZADEH NG, 2020, J INTELLECT CAP",ORCID:0000-0002-8382-6603,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8382-6603
"FALAHAT M, 2020, TECHNOL FORECAST SOC",OA:A5008755306,NO AFFILIATION,NO COUNTRY,OA:A5008755306
"FALAHAT M, 2020, J INT MANAG",OA:A5050235473,NO AFFILIATION,NO COUNTRY,OA:A5050235473
"MOKHTARZADEDEH NG, 2022, BRIT FOOD J",ORCID:0000-0002-2724-4027,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2724-4027
"FAIRCLOUGH NORMAN, 2007, DISCOURSE AND SOCIAL CHANGE",OA:A5079310672,NO AFFILIATION,NO COUNTRY,OA:A5079310672
"FAIRCLOUGH NORMAN, 2007, DISCOURSE AND SOCIAL CHANGE",OA:A5090682283,NO AFFILIATION,NO COUNTRY,OA:A5090682283
"FAFCHAMPS M, 1999, J DEV STUD",ORCID:0000-0001-5432-6223,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5432-6223
"FAFCHAMPS M, 1999, J DEV STUD",ORCID:0000-0002-2183-1845,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2183-1845
"FADZIL S M, 2022, IOP CONFERENCE SERIES: EARTH AND ENVIRONMENTAL SCIENCE",OA:A5061829470,NO AFFILIATION,NO COUNTRY,OA:A5061829470
"FADZIL S M, 2022, IOP CONFERENCE SERIES: EARTH AND ENVIRONMENTAL SCIENCE",ORCID:0000-0002-7862-8768,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7862-8768
"FADHIL R, 2018, PERIODICA POLYTECHNICA SOCIAL AND MANAGEMENT SCIENCES",ORCID:0000-0002-8124-1599,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8124-1599
"FADHIL R, 2018, PERIODICA POLYTECHNICA SOCIAL AND MANAGEMENT SCIENCES",OA:A5000018284,NO AFFILIATION,NO COUNTRY,OA:A5000018284
"FADHIL R, 2018, PERIODICA POLYTECHNICA SOCIAL AND MANAGEMENT SCIENCES",ORCID:0000-0002-0905-4086,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0905-4086
"FADHIL R, 2018, PERIODICA POLYTECHNICA SOCIAL AND MANAGEMENT SCIENCES",ORCID:0000-0001-6628-5203,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6628-5203
"FADDA N, 2018, NEW ENGL J ENTREP",ORCID:0000-0002-3106-1346,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3106-1346
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",ORCID:0000-0002-7729-1884,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7729-1884
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",OA:A5110201677,NO AFFILIATION,NO COUNTRY,OA:A5110201677
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",ORCID:0000-0003-3667-7542,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3667-7542
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",OA:A5027580359,NO AFFILIATION,NO COUNTRY,OA:A5027580359
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",OA:A5009116609,NO AFFILIATION,NO COUNTRY,OA:A5009116609
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",ORCID:0000-0003-2139-0485,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2139-0485
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",OA:A5003706953,NO AFFILIATION,NO COUNTRY,OA:A5003706953
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",OA:A5019392958,NO AFFILIATION,NO COUNTRY,OA:A5019392958
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",OA:A5003509494,NO AFFILIATION,NO COUNTRY,OA:A5003509494
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",OA:A5033931585,NO AFFILIATION,NO COUNTRY,OA:A5033931585
"FACTORLITVAK P, 1991, INT J EPIDEMIOL",OA:A5110270244,NO AFFILIATION,NO COUNTRY,OA:A5110270244
"EZEANI E, 2018, J ENTREP EMERG ECON",ORCID:0000-0002-1510-0608,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1510-0608
"EYASU AM, 2020, COGENT BUS MANAG",OA:A5064869746,NO AFFILIATION,NO COUNTRY,OA:A5064869746
"EYASU AM, 2020, COGENT BUS MANAG",OA:A5083683451,NO AFFILIATION,NO COUNTRY,OA:A5083683451
"EYANA SM, 2018, J SMALL BUS ENTERP D",ORCID:0000-0002-3909-6391,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3909-6391
"DUYMEDJIAN R, 2010, ORGAN STUD",ORCID:0000-0002-3379-0833,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3379-0833
"MOISANDER J, 2009, CONSUMPTION MARKET CULTURE",ORCID:0000-0001-8940-1254,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8940-1254
"DENNIS WJ, 2011, J SMALL BUS MANAGE",OA:A5052728740,NO AFFILIATION,NO COUNTRY,OA:A5052728740
"DENIS JL, 2007, HUM RELAT",ORCID:0000-0003-1295-332X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1295-332X
"DENIS JL, 2007, HUM RELAT",ORCID:0000-0002-4349-9628,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4349-9628
"DENIS DJ, 2004, J CORP FINANC",OA:A5059936951,NO AFFILIATION,NO COUNTRY,OA:A5059936951
"DENG W, 2021, GEND MANAG",ORCID:0000-0003-1524-0886,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1524-0886
"DENG W, 2021, GEND MANAG",ORCID:0000-0001-6208-2943,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6208-2943
"DENG W, 2021, GEND MANAG",ORCID:0000-0001-7602-7654,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7602-7654
"DENG S, 1994, J MARKET MANAG",ORCID:0000-0003-1602-064X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1602-064X
"MOISANDER J, 2009, CONSUMPTION MARKET CULTURE",ORCID:0000-0002-4587-4719,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4587-4719
"DEN HARTOG DN, 2012, J BUS ETHICS",ORCID:0000-0003-0179-4052,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0179-4052
"DEN HARTOG DN, 2012, J BUS ETHICS",ORCID:0000-0002-2512-3037,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2512-3037
"DEMOULIN NTM, 2011, J RETAIL CONSUM SERV",ORCID:0000-0002-3566-3950,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3566-3950
"DEMO G, 2013, INTERNATIONAL BUSINESS RESEARCH",ORCID:0000-0003-1864-0471,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1864-0471
"DEMO G, 2013, INTERNATIONAL BUSINESS RESEARCH",OA:A5011633947,NO AFFILIATION,NO COUNTRY,OA:A5011633947
"DEMIRBAG M, 2006, IND MANAGE DATA SYST",ORCID:0000-0002-4417-5780,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4417-5780
"DEMIRBAG M, 2006, IND MANAGE DATA SYST",OA:A5112728077,NO AFFILIATION,NO COUNTRY,OA:A5112728077
"DEMING WE, 1981, NATL PROD REV",OA:A5109572310,NO AFFILIATION,NO COUNTRY,OA:A5109572310
"DELYSER D, 1999, ANN ASSOC AM GEOGR",OA:A5022674963,NO AFFILIATION,NO COUNTRY,OA:A5022674963
"DELRE SA, 2010, J PROD INNOVAT MANAG",OA:A5052133070,NO AFFILIATION,NO COUNTRY,OA:A5052133070
"DELRE SA, 2010, J PROD INNOVAT MANAG",ORCID:0000-0003-4941-5998,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4941-5998
"DELLADIO S, 2023, MANAGE DECIS",ORCID:0000-0002-7586-0270,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7586-0270
"DELLADIO S, 2023, MANAGE DECIS",ORCID:0000-0002-5722-2988,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5722-2988
"DELIGIANNI I, 2023, INT BUS REV",ORCID:0000-0002-0590-3538,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0590-3538
"DELGADO J, 2021, EUROPEAN JOURNAL OF NATURAL SCIENCES AND MEDICINE",ORCID:0000-0002-3681-8571,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3681-8571
"DELGADO J, 2021, EUROPEAN JOURNAL OF NATURAL SCIENCES AND MEDICINE",OA:A5109240547,NO AFFILIATION,NO COUNTRY,OA:A5109240547
"DELGADO J, 2021, EUROPEAN JOURNAL OF NATURAL SCIENCES AND MEDICINE",ORCID:0000-0003-4684-4586,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4684-4586
"MOI LUDOVICA, 2019, ORGANIZING FOR THE DIGITAL WORLD. IT FOR INDIVIDUALS",ORCID:0000-0002-5704-5862,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5704-5862
"DELEERSNYDER B, 2009, J MARKETING RES",ORCID:0000-0001-5011-5269,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5011-5269
"MOI LUDOVICA, 2019, ORGANIZING FOR THE DIGITAL WORLD. IT FOR INDIVIDUALS",ORCID:0000-0002-3740-1743,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3740-1743
"DENTONI D, 2010, JOURNAL ON CHAIN AND NETWORK SCIENCE",ORCID:0000-0003-0637-0101,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0637-0101
"DESS GG, 1984, STRATEGIC MANAGE J",OA:A5103570432,NO AFFILIATION,NO COUNTRY,OA:A5103570432
"DESPOUDI S, 2021, PROD PLAN CONTROL",ORCID:0000-0002-8377-6407,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8377-6407
"DESPOUDI S, 2021, PROD PLAN CONTROL",ORCID:0000-0002-4048-9774,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4048-9774
"DESMOND J, 2000, CONSUMP MARK CULT",OA:A5110399757,NO AFFILIATION,NO COUNTRY,OA:A5110399757
"DESMOND J, 2000, CONSUMP MARK CULT",ORCID:0000-0002-3311-5010,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3311-5010
"DESMARCHELIER PM, 2008, INNOV-ORGAN MANAG",OA:A5065585280,NO AFFILIATION,NO COUNTRY,OA:A5065585280
"MOHR JJ, 2009, J ACAD MARKET SCI",ORCID:0000-0003-4938-8440,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4938-8440
"MONLLOR J, 2020, DISASTER PREV MANAG",ORCID:0000-0001-5257-5330,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5257-5330
"MONLLOR J, 2020, DISASTER PREV MANAG",OA:A5081966394,NO AFFILIATION,NO COUNTRY,OA:A5081966394
"DESCHAMPS M, 1998, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",OA:A5012856556,NO AFFILIATION,NO COUNTRY,OA:A5012856556
"DESCHAMPS M, 1998, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",OA:A5017819238,NO AFFILIATION,NO COUNTRY,OA:A5017819238
"DESARBO WS, 2005, STRATEGIC MANAGE J",OA:A5113444698,NO AFFILIATION,NO COUNTRY,OA:A5113444698
"DESARBO WS, 2005, STRATEGIC MANAGE J",ORCID:0000-0001-6520-8273,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6520-8273
"MOHEDANO-SUANES A, 2021, INT ENTREP MANAG J",ORCID:0000-0002-4562-4840,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4562-4840
"DEPREZ J, 2018, BUS HORIZONS",ORCID:0000-0001-8862-574X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8862-574X
"DEPREZ J, 2018, BUS HORIZONS",ORCID:0000-0001-6954-088X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6954-088X
"DEPREZ J, 2018, BUS HORIZONS",ORCID:0000-0003-0981-4855,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0981-4855
"DEKU WA, 2021, WORLD J ENTREP MANAG",OA:A5043169339,NO AFFILIATION,NO COUNTRY,OA:A5043169339
"DE JONG MDT, 2017, J BUS ETHICS",ORCID:0000-0001-7128-6016,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7128-6016
"DE JONG MDT, 2017, J BUS ETHICS",OA:A5054097078,NO AFFILIATION,NO COUNTRY,OA:A5054097078
"DE JONG A, 2021, J ACAD MARKET SCI",ORCID:0000-0002-3016-5354,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3016-5354
"DE JONG A, 2021, J ACAD MARKET SCI",ORCID:0000-0002-7097-7955,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7097-7955
"DE JONG A, 2021, J ACAD MARKET SCI",ORCID:0000-0002-3385-5262,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3385-5262
"DE GUIMARAES JCF, 2018, J CLEAN PROD",ORCID:0000-0003-3718-6075,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3718-6075
"DE GUIMARAES JCF, 2018, J CLEAN PROD",ORCID:0000-0002-5970-4032,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5970-4032
"DE GUIMARAES JCF, 2018, J CLEAN PROD",ORCID:0000-0003-0398-5733,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0398-5733
"DE CORREIA RJC, 2019, INT J CONTEMP HOSP M",OA:A5103835884,NO AFFILIATION,NO COUNTRY,OA:A5103835884
"DE CORREIA RJC, 2019, INT J CONTEMP HOSP M",ORCID:0000-0002-1664-5191,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1664-5191
"DE CLERCQ D, 2008, ENTREP THEORY PRACT",OA:A5047999803,NO AFFILIATION,NO COUNTRY,OA:A5047999803
"DE BRUYN A, 2008, INT J RES MARK",ORCID:0000-0002-4413-6167,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4413-6167
"DE BRENTANI U, 2001, J PROD INNOVAT MANAG",OA:A5046496008,NO AFFILIATION,NO COUNTRY,OA:A5046496008
"DE BAKKER FRANK, 2005, BUSINESS SOCIETY",ORCID:0000-0002-4784-3326,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4784-3326
"DE BAKKER FRANK, 2005, BUSINESS SOCIETY",ORCID:0000-0002-9153-3106,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9153-3106
"DE LETH DO, 2022, J BUS ETHICS",OA:A5049429455,NO AFFILIATION,NO COUNTRY,OA:A5049429455
"DE LETH DO, 2022, J BUS ETHICS",ORCID:0000-0002-6606-7430,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6606-7430
"DAY GS, 1988, J MARKETING",OA:A5003263988,NO AFFILIATION,NO COUNTRY,OA:A5003263988
"DAY GEORGE S, 2021, STRATEGY & LEADERSHIP",OA:A5005140078,NO AFFILIATION,NO COUNTRY,OA:A5005140078
"DAY G S, 2003, BUSINESS STRATEGY REVIEW",OA:A5037078256,NO AFFILIATION,NO COUNTRY,OA:A5037078256
"DAWSON JF, 2014, J BUS PSYCHOL",ORCID:0000-0002-9365-8586,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9365-8586
"DAVIS PE, 2021, J SMALL BUS MANAGE",ORCID:0000-0003-4230-5286,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4230-5286
"DAVIS PE, 2021, J SMALL BUS MANAGE",ORCID:0000-0002-6632-0280,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6632-0280
"DE MASSIS A, 2018, J PROD INNOVAT MANAG",ORCID:0000-0001-5151-697X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5151-697X
"DE MASSIS A, 2018, J PROD INNOVAT MANAG",ORCID:0000-0002-7838-8792,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7838-8792
"DEEDS DL, 2000, J BUS VENTURING",OA:A5053527128,NO AFFILIATION,NO COUNTRY,OA:A5053527128
"DECUYPER S, 2010, EDUC RES REV-NETH",OA:A5039920565,NO AFFILIATION,NO COUNTRY,OA:A5039920565
"DECUYPER S, 2010, EDUC RES REV-NETH",OA:A5111894233,NO AFFILIATION,NO COUNTRY,OA:A5111894233
"DECUYPER S, 2010, EDUC RES REV-NETH",ORCID:0000-0003-4459-7008,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4459-7008
"DECONINCK JB, 2011, J BUS RES",OA:A5006661804,NO AFFILIATION,NO COUNTRY,OA:A5006661804
"DEBRULLE J, 2015, EUR MANAG REV",ORCID:0000-0002-5346-9094,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5346-9094
"DEBRULLE J, 2015, EUR MANAG REV",ORCID:0000-0002-2977-9869,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2977-9869
"MOHEDANO-SUANES A, 2021, INT ENTREP MANAG J",ORCID:0000-0002-3593-4378,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3593-4378
"MOHAMMED S, 2010, J MANAGE",OA:A5075526231,NO AFFILIATION,NO COUNTRY,OA:A5075526231
"MOHAMMED S, 2010, J MANAGE",OA:A5033354295,NO AFFILIATION,NO COUNTRY,OA:A5033354295
"DEAN MA, 2007, ENTREP THEORY PRACT",ORCID:0000-0002-3550-4941,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3550-4941
"DEAN JW, 1996, ACAD MANAGE J",ORCID:0000-0003-3920-197X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3920-197X
"DEAN JW, 1996, ACAD MANAGE J",OA:A5090003773,NO AFFILIATION,NO COUNTRY,OA:A5090003773
"DE MATOS CA, 2008, J ACAD MARKET SCI",ORCID:0000-0002-2538-9089,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2538-9089
"DE MATOS CA, 2008, J ACAD MARKET SCI",OA:A5065548920,NO AFFILIATION,NO COUNTRY,OA:A5065548920
"DEACON JH, 2011, J RES MARK ENTREP",OA:A5003508457,NO AFFILIATION,NO COUNTRY,OA:A5003508457
"DE VRIES S, 2011, INT J EMERG MED",ORCID:0000-0003-3986-1652,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3986-1652
"DE VRIES S, 2011, INT J EMERG MED",ORCID:0000-0003-2711-3139,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2711-3139
"DE VILLIERS-SCHEEPERS MJ, 2012, EUR BUS REV",OA:A5021451147,NO AFFILIATION,NO COUNTRY,OA:A5021451147
"DE ROND M, 2005, J MANAGE INQUIRY",ORCID:0000-0001-6257-5465,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6257-5465
"DE ROND M, 2005, J MANAGE INQUIRY",OA:A5021749262,NO AFFILIATION,NO COUNTRY,OA:A5021749262
"DE PELSRNACKER P, 2018, INT J HOSP MANAG",ORCID:0000-0003-1258-662X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1258-662X
"DE PELSRNACKER P, 2018, INT J HOSP MANAG",OA:A5025225161,NO AFFILIATION,NO COUNTRY,OA:A5025225161
"DE OLIVEIRA MOR, 2015, J BUS RES",ORCID:0000-0002-7366-4436,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7366-4436
"DE OLIVEIRA MOR, 2015, J BUS RES",ORCID:0000-0001-5340-9107,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5340-9107
"DE NONI I, 2015, J INT ENTREP",ORCID:0000-0001-8746-6572,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8746-6572
"DE MEL S, 2012, ECON J",OA:A5010509736,NO AFFILIATION,NO COUNTRY,OA:A5010509736
"DEUTSKENS E, 2006, J SERV RES-US",OA:A5037222955,NO AFFILIATION,NO COUNTRY,OA:A5037222955
"DEUTSKENS E, 2006, J SERV RES-US",OA:A5110291306,NO AFFILIATION,NO COUNTRY,OA:A5110291306
